Food Category,Meal Type,Protein,Carbs,Fat,Fiber,Sugar,Sodium,Water,Calories,Saturated Fat
Beverages,Breakfast,16.1,98.5,30.5,2.8,27.4,116,790,412,5.68
Meat,Lunch,32.3,81.8,12.9,8.7,39.5,536,686,67,2.62
Beverages,Breakfast,20.8,95.3,6.9,9.4,25.9,397,765,361,1.33
Beverages,Snack,5.6,98.7,45.2,6.6,17.6,447,676,489,8.14
Grains,Snack,32.5,28.2,13.2,7.2,25.7,393,175,469,3.24
Vegetables,Breakfast,15.9,85.3,28.8,0.3,15.2,622,884,219,5.7
Snacks,Dinner,43.6,74.5,39.2,8.7,15.7,451,230,218,8.98
Fruits,Lunch,27.2,85.5,37.0,6.0,46.7,892,666,343,7.24
Fruits,Snack,10.3,21.7,36.8,1.1,43.2,452,821,277,7.62
Vegetables,Breakfast,19.8,69.6,34.5,9.3,48.1,415,728,322,6.63
Fruits,Snack,27.4,7.0,14.4,1.9,8.8,731,202,187,4.35
Grains,Snack,34.4,73.2,32.5,6.3,41.0,688,355,458,6.77
Meat,Lunch,12.2,40.2,46.4,3.0,12.3,777,383,356,9.89
Dairy,Breakfast,49.1,66.9,44.9,6.5,44.4,497,925,542,10.02
Meat,Breakfast,44.5,49.6,7.2,6.3,29.6,431,671,546,1.69
Grains,Breakfast,9.5,70.0,3.7,3.3,25.4,938,235,78,0.68
Snacks,Dinner,11.2,60.8,20.7,7.9,39.8,15,410,198,3.81
Dairy,Breakfast,28.9,50.8,8.5,4.5,8.6,586,751,95,2.04
Meat,Snack,4.6,76.9,44.9,4.1,15.2,468,215,347,8.22
Meat,Snack,17.5,71.6,48.2,1.3,24.4,58,538,199,9.45
Meat,Dinner,44.1,88.4,31.4,3.2,18.4,338,910,414,6.94
Dairy,Breakfast,11.6,14.8,49.0,2.1,48.5,464,244,99,10.92
Grains,Snack,10.7,91.7,46.5,5.9,16.3,706,833,586,8.79
Fruits,Dinner,33.9,72.2,38.2,4.7,30.2,522,160,282,8.09
Fruits,Breakfast,44.0,95.0,37.7,4.8,47.3,741,955,264,7.79
Dairy,Lunch,1.2,32.7,36.5,7.5,8.9,615,138,202,6.98
Fruits,Breakfast,25.0,44.8,38.0,3.8,18.1,429,945,473,8.54
Snacks,Breakfast,14.1,93.3,48.7,2.4,41.0,154,875,113,8.78
Dairy,Breakfast,47.0,51.1,16.0,7.8,49.5,719,988,162,3.69
Fruits,Snack,4.5,37.3,30.4,7.8,6.2,262,785,516,6.4
Dairy,Lunch,39.9,91.3,1.9,6.0,42.4,258,396,442,0.39
Dairy,Lunch,20.9,10.2,42.6,8.6,4.6,326,684,115,12.77
Dairy,Breakfast,46.8,46.5,17.3,5.0,25.3,817,781,194,4.17
Grains,Lunch,6.7,55.4,44.1,2.9,41.9,763,900,552,7.79
Snacks,Lunch,31.5,10.0,30.0,5.4,20.9,890,990,262,8.41
Dairy,Snack,19.7,31.5,11.5,6.6,38.9,988,785,435,2.51
Fruits,Dinner,15.2,91.9,21.2,7.5,44.7,906,873,145,3.84
Fruits,Breakfast,21.9,42.1,24.4,2.9,8.9,999,867,540,5.77
Snacks,Breakfast,33.7,73.7,49.2,2.9,41.2,872,876,565,10.21
Dairy,Dinner,23.8,52.1,6.7,5.1,0.5,183,593,403,1.93
Grains,Dinner,43.4,58.0,43.0,7.9,21.9,394,449,479,9.98
Grains,Lunch,2.9,85.8,48.7,0.4,34.4,249,457,282,8.16
Beverages,Breakfast,27.5,73.5,29.5,1.8,47.6,222,563,134,5.9
Meat,Breakfast,44.6,44.3,32.7,8.3,14.8,734,742,150,8.16
Snacks,Breakfast,30.9,59.8,12.4,1.9,32.0,918,659,107,2.65
Dairy,Lunch,7.4,61.7,5.2,9.1,17.2,217,818,206,0.98
Grains,Snack,25.2,84.4,38.5,4.4,6.7,18,988,433,8.74
Snacks,Lunch,39.0,58.8,46.5,6.7,18.1,464,474,77,10.73
Vegetables,Dinner,18.6,70.4,18.9,6.1,37.6,4,472,67,3.64
Dairy,Snack,37.7,34.4,31.2,4.9,48.3,7,896,393,7.39
Dairy,Snack,40.3,40.3,21.5,7.4,15.6,657,264,493,5.34
Dairy,Dinner,27.2,25.9,43.9,1.2,36.1,442,502,397,10.43
Beverages,Lunch,11.7,37.1,1.2,8.4,31.5,613,156,284,0.24
Snacks,Snack,3.3,23.7,33.7,5.2,27.9,493,837,81,6.16
Snacks,Snack,8.4,64.6,42.2,7.2,35.2,324,768,593,7.57
Fruits,Breakfast,15.5,5.5,18.1,1.4,7.3,514,953,244,5.36
Grains,Snack,5.8,74.1,45.4,3.8,45.6,805,940,392,7.75
Meat,Breakfast,12.9,57.5,36.2,2.3,22.5,900,129,301,7.07
Grains,Dinner,36.0,70.6,23.9,0.9,48.1,339,868,147,5.01
Meat,Breakfast,13.5,7.5,37.4,1.1,42.1,753,338,429,9.45
Snacks,Snack,17.6,65.6,8.0,6.8,42.3,573,902,290,1.54
Beverages,Breakfast,14.4,77.4,44.9,3.4,40.2,989,311,154,8.28
Vegetables,Lunch,6.3,73.2,11.8,9.8,18.5,368,677,125,2.16
Snacks,Breakfast,17.9,80.3,31.0,7.6,22.9,85,717,245,6.04
Dairy,Breakfast,32.2,56.8,34.1,10.0,19.8,868,646,244,7.63
Fruits,Snack,16.4,22.8,17.1,0.1,29.6,217,195,354,3.86
Snacks,Snack,31.3,53.1,7.6,3.0,14.7,359,138,442,1.75
Vegetables,Snack,41.3,57.1,33.4,3.7,25.3,628,361,504,7.64
Snacks,Lunch,38.0,92.5,40.1,7.3,7.8,850,396,384,9.32
Beverages,Snack,49.0,61.2,14.9,6.8,25.8,911,886,267,3.46
Beverages,Dinner,15.5,32.5,8.2,1.8,23.2,283,539,176,1.76
Grains,Lunch,47.9,82.6,1.0,2.4,46.5,125,899,137,0.21
Grains,Lunch,10.9,90.0,8.3,8.1,19.9,687,105,209,1.54
Snacks,Lunch,16.6,72.2,23.9,4.1,25.7,973,717,226,4.64
Meat,Breakfast,40.0,63.6,24.8,1.0,10.5,885,185,446,5.94
Meat,Breakfast,44.6,67.6,42.0,7.3,19.8,195,335,263,9.63
Dairy,Breakfast,37.5,12.8,37.4,0.4,42.0,862,366,340,10.11
Beverages,Snack,37.4,66.3,20.2,5.4,43.4,88,355,600,4.32
Grains,Breakfast,13.8,79.9,9.5,4.4,32.9,272,284,593,1.76
Grains,Snack,25.6,43.3,33.5,3.4,33.6,292,482,288,7.3
Beverages,Dinner,8.4,27.8,11.7,7.1,42.5,209,151,169,2.27
Grains,Snack,28.9,58.6,28.6,3.1,25.4,279,231,455,6.16
Fruits,Snack,47.1,93.1,36.8,0.4,44.8,566,997,227,7.73
Snacks,Dinner,29.9,71.0,2.3,8.4,32.3,90,618,108,0.48
Snacks,Lunch,40.4,31.9,20.4,6.0,27.5,421,400,439,5.06
Grains,Dinner,26.3,27.4,45.0,6.4,24.0,707,213,119,10.77
Snacks,Snack,2.3,24.4,44.5,0.8,23.9,967,587,304,8.0
Fruits,Lunch,3.0,53.4,17.7,1.7,16.7,655,966,186,3.2
Fruits,Snack,32.1,31.8,36.9,9.3,18.9,348,501,518,9.04
Snacks,Dinner,37.0,7.8,40.0,2.7,3.5,732,130,347,13.2
Grains,Breakfast,40.3,65.3,7.1,9.1,22.1,145,745,342,1.6
Vegetables,Dinner,24.0,64.2,10.9,8.6,47.1,317,798,456,2.18
Grains,Breakfast,45.0,50.0,11.7,0.1,31.8,113,292,167,2.74
Dairy,Breakfast,22.7,67.6,46.4,0.3,45.9,426,746,409,9.15
Meat,Lunch,5.6,84.7,29.0,4.1,12.9,624,772,75,5.43
Grains,Dinner,8.0,84.5,33.3,0.4,33.0,121,694,108,5.86
Vegetables,Lunch,41.3,40.1,45.4,8.3,2.0,992,376,363,13.47
Dairy,Breakfast,22.1,47.3,3.7,5.5,24.2,88,460,163,0.79
Snacks,Breakfast,37.7,85.9,14.5,0.7,29.4,14,548,414,3.04
Meat,Lunch,5.2,66.3,32.9,5.1,6.1,520,794,478,6.77
Vegetables,Snack,43.7,32.6,21.2,4.2,37.5,5,869,237,5.23
Grains,Snack,29.3,93.4,22.9,7.3,41.8,651,870,367,4.49
Beverages,Dinner,44.7,76.8,39.9,5.5,19.4,114,534,495,8.99
Beverages,Breakfast,40.8,72.1,31.5,4.7,20.7,117,608,205,7.03
Snacks,Breakfast,28.6,49.6,7.2,4.9,7.6,939,412,580,1.76
Snacks,Lunch,28.1,18.9,2.3,2.8,12.5,347,473,448,0.61
Grains,Dinner,15.2,34.3,46.2,4.1,6.1,203,386,411,11.1
Dairy,Dinner,30.0,97.7,31.8,9.4,40.9,200,449,484,6.23
Dairy,Dinner,9.4,21.3,46.4,6.3,6.1,769,294,128,11.11
Dairy,Breakfast,23.4,48.2,30.6,2.3,11.1,266,256,154,7.02
Snacks,Breakfast,49.2,44.4,31.9,2.4,49.4,478,373,139,7.57
Vegetables,Breakfast,23.8,86.4,41.1,4.6,34.5,323,472,269,8.0
Fruits,Dinner,25.8,59.0,1.8,7.2,41.2,906,518,86,0.37
Snacks,Snack,46.0,6.3,8.0,8.9,21.2,721,234,338,2.39
Snacks,Dinner,28.8,51.7,19.9,6.7,29.5,258,794,253,4.33
Grains,Breakfast,4.1,47.7,12.1,4.2,6.0,529,661,266,2.51
Grains,Dinner,26.1,7.6,35.0,6.3,36.9,530,605,126,9.62
Snacks,Breakfast,37.7,8.6,1.7,8.3,46.7,197,513,266,0.47
Dairy,Breakfast,16.6,77.9,3.7,5.1,23.1,517,831,115,0.72
Snacks,Breakfast,25.0,88.3,11.6,4.6,6.1,716,777,195,2.64
Snacks,Snack,13.0,61.4,5.5,0.5,21.1,925,988,419,1.07
Meat,Dinner,48.3,79.0,29.5,0.7,33.8,466,521,364,6.47
Vegetables,Dinner,43.8,10.7,37.3,2.3,32.1,246,357,407,10.51
Grains,Breakfast,28.4,80.4,6.1,3.0,16.2,758,540,573,1.3
Beverages,Lunch,32.1,78.8,1.1,3.2,47.2,92,740,320,0.22
Dairy,Breakfast,1.5,45.8,48.8,0.0,28.3,417,200,434,8.28
Grains,Dinner,32.3,86.3,37.3,4.6,14.8,107,945,463,8.05
Fruits,Dinner,1.1,73.2,2.0,8.8,17.6,850,388,398,0.35
Grains,Breakfast,29.6,56.4,41.2,7.5,21.6,300,711,204,9.06
Dairy,Breakfast,24.3,5.6,23.4,0.3,11.4,677,822,64,6.98
Fruits,Breakfast,9.7,41.8,39.4,0.6,29.5,268,269,505,7.57
Grains,Dinner,16.6,47.7,17.2,9.4,23.7,101,315,350,3.54
Fruits,Lunch,14.8,86.8,2.3,6.8,6.7,743,190,176,0.49
Beverages,Breakfast,4.1,62.0,17.4,9.0,18.0,766,289,541,3.15
Beverages,Breakfast,6.7,43.2,6.5,0.3,39.4,94,791,373,1.18
Meat,Lunch,20.2,75.5,19.2,2.8,29.2,275,569,242,3.76
Vegetables,Snack,23.3,11.7,1.2,2.0,31.6,249,550,164,0.31
Beverages,Lunch,38.1,93.5,29.0,9.3,17.0,286,507,137,6.26
Beverages,Snack,11.0,8.4,15.8,5.4,42.0,10,503,389,3.82
Vegetables,Lunch,43.8,69.7,25.6,8.3,30.0,288,708,556,5.67
Dairy,Breakfast,34.5,75.8,35.6,8.5,3.1,333,320,314,9.19
Vegetables,Snack,33.2,7.1,37.5,1.3,31.2,830,613,264,10.66
Grains,Breakfast,10.5,12.1,40.4,2.9,28.1,358,995,138,9.37
Beverages,Breakfast,34.4,85.4,33.7,8.3,36.5,899,297,164,6.9
Beverages,Breakfast,28.3,22.4,31.7,3.5,2.6,84,793,404,9.44
Snacks,Snack,39.5,27.8,9.4,4.9,5.5,249,160,427,2.67
Meat,Dinner,28.5,71.6,47.4,2.4,39.7,628,381,335,9.64
Dairy,Dinner,3.4,59.3,40.0,3.6,49.1,25,553,515,6.69
Vegetables,Snack,25.0,25.0,31.0,8.8,17.6,326,211,95,7.62
Fruits,Lunch,11.2,11.2,41.9,7.5,3.8,437,599,242,11.67
Meat,Breakfast,15.3,37.8,20.1,4.5,11.9,434,658,198,4.46
Fruits,Lunch,42.3,5.9,16.9,4.7,35.0,295,351,464,4.93
Snacks,Snack,49.1,24.2,8.5,1.6,37.4,920,772,371,2.22
Fruits,Dinner,38.4,20.9,2.9,3.6,7.2,513,219,283,0.83
Meat,Snack,42.8,46.7,16.5,5.1,39.1,212,841,99,3.83
Beverages,Snack,18.7,45.1,34.0,2.3,14.8,677,733,365,7.43
Snacks,Snack,42.3,21.3,16.9,0.4,28.0,848,988,345,4.45
Grains,Dinner,11.2,41.3,14.3,3.2,31.2,596,909,99,2.79
Snacks,Breakfast,44.6,92.8,27.2,4.1,41.1,631,376,544,5.69
Fruits,Breakfast,47.2,34.7,30.0,0.8,9.8,205,455,419,8.08
Beverages,Dinner,23.4,91.6,14.7,1.9,15.2,806,561,419,3.01
Meat,Lunch,2.9,47.5,34.8,0.8,32.7,44,208,128,5.98
Meat,Breakfast,14.3,58.8,30.8,6.4,5.4,916,887,460,6.99
Dairy,Dinner,36.8,55.2,13.3,0.5,19.4,233,540,268,3.06
Grains,Snack,44.4,36.4,45.1,9.8,17.8,373,649,80,11.43
Vegetables,Breakfast,30.0,12.8,36.6,8.1,19.5,111,480,597,10.0
Grains,Snack,37.5,67.5,38.1,8.0,47.2,175,595,379,8.1
Meat,Lunch,30.6,18.0,9.2,3.4,13.8,703,199,387,2.48
Meat,Lunch,44.9,22.5,30.5,8.5,49.8,683,802,516,7.86
Fruits,Lunch,31.3,21.8,43.3,1.9,4.7,970,170,448,12.48
Beverages,Breakfast,39.8,77.4,12.8,9.3,46.0,225,129,250,2.69
Meat,Breakfast,15.7,64.3,17.5,6.9,41.9,337,882,497,3.32
Vegetables,Breakfast,7.9,36.2,38.5,6.9,32.8,460,775,209,7.3
Beverages,Breakfast,9.8,49.2,6.8,3.5,18.8,617,998,173,1.33
Beverages,Snack,32.3,21.3,34.7,3.1,9.9,369,468,572,9.45
Dairy,Breakfast,9.8,70.9,41.0,6.1,39.3,341,344,137,7.35
Snacks,Dinner,28.6,49.7,43.5,2.4,2.7,649,573,146,11.7
Dairy,Lunch,13.7,22.6,8.2,2.9,22.9,377,388,240,1.83
Grains,Breakfast,9.4,46.3,21.6,0.3,27.7,378,762,92,4.11
Vegetables,Dinner,9.0,98.8,36.0,2.3,37.3,701,631,525,6.27
Beverages,Breakfast,48.0,38.9,24.1,7.9,1.2,149,469,345,7.53
Fruits,Snack,2.8,27.8,25.8,9.7,3.2,911,787,472,5.79
Beverages,Dinner,42.8,17.8,28.6,1.7,8.8,384,765,130,8.31
Dairy,Lunch,45.8,36.5,14.1,8.0,10.1,944,418,188,3.74
Grains,Dinner,2.0,63.1,35.1,4.3,4.1,826,479,223,7.35
Beverages,Lunch,25.6,84.5,33.2,4.5,32.7,215,415,539,6.57
Grains,Lunch,31.3,85.8,38.3,9.1,5.0,433,785,350,9.18
Fruits,Breakfast,33.9,57.0,37.2,0.8,28.8,759,309,365,8.19
Fruits,Breakfast,39.8,87.8,12.2,1.4,34.4,905,844,380,2.55
Vegetables,Dinner,33.6,91.0,7.0,7.6,30.7,219,472,508,1.43
Snacks,Lunch,42.8,55.5,21.4,8.4,30.6,160,991,306,4.89
Vegetables,Dinner,4.7,30.0,1.3,9.0,5.6,732,876,514,0.28
Dairy,Dinner,3.9,62.1,6.5,9.6,23.6,624,622,293,1.15
Fruits,Snack,38.8,26.1,16.4,9.6,18.6,936,555,533,4.26
Vegetables,Dinner,32.9,72.8,16.1,2.8,30.0,655,388,299,3.39
Fruits,Dinner,38.3,53.3,35.4,3.0,15.6,102,521,510,8.37
Meat,Lunch,33.5,72.4,43.4,9.6,13.6,958,981,71,9.72
Snacks,Dinner,32.1,94.6,8.4,7.3,23.2,184,520,412,1.73
Beverages,Lunch,38.4,90.4,17.6,8.4,31.7,124,741,147,3.66
Dairy,Snack,33.5,83.8,18.4,4.5,18.6,651,209,173,3.93
Vegetables,Dinner,9.8,93.1,38.1,9.0,33.4,108,728,256,6.75
Meat,Breakfast,21.3,95.0,9.3,0.1,21.9,514,137,314,1.82
Fruits,Breakfast,18.5,96.5,35.6,5.0,27.3,490,220,289,6.74
Meat,Breakfast,46.9,13.9,38.0,8.2,9.8,745,213,558,11.31
Meat,Lunch,48.9,96.2,6.4,4.5,41.3,581,602,229,1.35
Dairy,Dinner,17.6,42.3,46.4,8.5,27.3,282,817,313,9.69
Beverages,Lunch,22.3,18.5,42.0,6.2,45.8,216,618,479,10.07
Vegetables,Lunch,13.1,31.1,23.3,4.6,4.4,70,877,464,5.75
Beverages,Snack,43.0,36.9,29.5,3.2,4.0,279,166,431,8.42
Snacks,Dinner,46.7,30.7,25.7,4.2,29.9,831,259,407,6.52
Snacks,Snack,6.4,81.9,28.9,9.3,17.1,747,138,483,5.3
Dairy,Snack,28.9,53.8,44.6,9.2,47.7,811,190,191,9.42
Grains,Snack,26.8,28.1,5.5,0.3,26.2,87,473,468,1.31
Snacks,Dinner,46.9,29.6,30.2,3.5,3.7,428,773,73,9.01
Dairy,Dinner,7.0,97.6,36.1,2.1,36.2,551,764,277,6.21
Grains,Lunch,1.9,20.0,16.7,8.8,47.2,175,553,388,2.87
Beverages,Lunch,27.0,30.7,11.8,4.6,11.1,328,583,151,2.95
Meat,Breakfast,46.1,28.7,4.4,8.2,42.8,759,658,558,1.11
Snacks,Snack,13.4,18.9,47.3,4.6,2.3,797,839,489,13.19
Grains,Snack,14.9,81.4,5.1,5.6,26.4,628,361,153,0.96
Fruits,Dinner,31.3,50.9,29.6,5.0,35.9,415,897,341,6.47
Beverages,Breakfast,25.7,34.5,41.7,5.7,0.5,75,292,154,12.67
Meat,Dinner,17.0,59.4,39.6,4.8,43.6,65,335,419,7.65
Grains,Snack,5.3,57.3,42.7,0.4,44.1,85,612,216,7.37
Meat,Lunch,36.5,70.1,28.6,5.5,30.0,27,751,539,6.15
Meat,Lunch,14.9,66.5,32.4,9.6,1.2,964,351,422,8.35
Meat,Lunch,1.6,26.4,32.3,6.1,34.4,618,411,169,5.52
Meat,Snack,14.2,54.2,38.1,5.9,2.3,913,130,208,9.49
Meat,Breakfast,37.3,85.0,31.4,9.3,36.0,880,241,510,6.52
Grains,Dinner,26.7,76.3,27.0,2.6,40.9,837,164,255,5.38
Grains,Snack,34.1,97.2,18.5,9.5,31.9,40,991,456,3.74
Meat,Dinner,20.0,91.7,40.1,0.1,6.9,121,361,470,8.77
Dairy,Lunch,36.7,91.1,21.5,4.3,41.8,195,154,473,4.37
Vegetables,Dinner,43.6,75.2,45.0,6.4,11.1,154,228,524,10.6
Snacks,Snack,4.8,14.1,31.0,4.3,49.8,322,326,442,6.05
Meat,Lunch,33.6,18.6,45.3,0.8,16.2,573,167,370,12.15
Snacks,Lunch,11.8,87.5,21.0,4.1,27.1,926,674,185,3.85
Vegetables,Lunch,13.4,66.2,14.6,8.8,16.2,901,965,495,2.9
Beverages,Snack,33.7,59.7,31.9,4.9,13.9,37,114,416,7.34
Dairy,Dinner,7.8,32.7,32.7,0.4,28.2,159,867,522,6.32
Meat,Dinner,43.4,23.8,22.2,6.3,0.3,765,228,318,7.54
Grains,Breakfast,19.8,13.0,38.3,2.9,41.2,298,722,253,9.52
Vegetables,Dinner,13.8,60.7,40.7,4.2,4.1,300,929,145,9.46
Vegetables,Breakfast,30.1,17.0,27.5,1.6,23.8,844,735,389,7.18
Meat,Snack,29.9,76.6,20.0,7.5,5.1,624,713,571,4.82
Vegetables,Dinner,32.6,18.1,11.3,0.4,1.7,489,490,412,3.61
Snacks,Snack,17.0,20.2,20.1,6.2,6.0,275,531,178,5.27
Meat,Dinner,6.3,19.8,30.2,5.8,3.2,195,334,275,7.42
Fruits,Lunch,10.2,23.2,48.8,5.4,7.0,643,751,420,11.52
Meat,Dinner,37.6,94.8,7.6,3.5,44.5,148,995,165,1.54
Meat,Lunch,40.9,88.8,15.1,3.2,22.5,212,942,235,3.25
Grains,Lunch,41.7,23.2,24.9,7.7,37.9,741,148,409,6.39
Beverages,Breakfast,21.5,20.3,6.8,1.4,21.6,232,681,246,1.66
Beverages,Snack,39.6,63.4,26.1,7.3,30.0,576,225,467,5.78
Vegetables,Breakfast,33.3,52.4,26.1,7.8,6.6,850,270,300,6.54
Beverages,Dinner,21.3,94.1,18.5,3.2,6.4,103,703,565,4.09
Grains,Dinner,35.3,92.3,29.5,5.3,28.0,302,813,404,6.09
Dairy,Lunch,49.5,68.6,1.5,0.4,27.0,338,729,431,0.34
Vegetables,Breakfast,15.4,56.8,16.1,1.8,33.3,21,643,320,3.13
Fruits,Dinner,15.7,5.3,23.8,7.4,14.4,11,272,70,6.73
Vegetables,Lunch,20.6,64.4,8.0,9.3,22.5,729,709,51,1.63
Beverages,Dinner,15.9,55.4,46.3,1.4,10.6,981,322,404,9.96
Snacks,Dinner,1.4,95.3,34.6,9.1,19.6,761,253,251,5.97
Vegetables,Lunch,35.8,62.2,40.3,8.8,47.0,77,730,110,8.62
Vegetables,Dinner,19.6,30.6,47.1,7.1,13.0,286,564,519,11.08
Snacks,Dinner,36.0,46.6,47.3,1.1,39.3,55,736,327,10.68
Fruits,Lunch,9.3,65.2,33.4,6.1,36.3,856,230,478,6.03
Beverages,Lunch,1.8,81.1,40.2,0.5,19.9,573,914,60,6.97
Vegetables,Dinner,21.7,72.6,4.4,8.3,12.0,898,267,256,0.94
Fruits,Dinner,3.3,58.7,38.3,8.0,28.3,477,491,282,6.62
Snacks,Snack,37.2,74.0,13.2,3.2,47.1,879,582,474,2.76
Grains,Breakfast,1.7,83.8,26.2,3.5,22.4,29,761,408,4.49
Fruits,Breakfast,37.6,60.0,16.1,8.9,40.1,980,170,409,3.51
Vegetables,Lunch,21.8,47.0,24.0,7.6,11.7,648,623,476,5.44
Grains,Snack,6.8,27.3,3.1,5.9,24.6,902,216,522,0.61
Beverages,Breakfast,23.3,29.5,16.8,9.1,18.9,927,590,442,3.96
Beverages,Dinner,7.1,8.3,9.4,9.8,36.0,35,354,164,2.14
Vegetables,Dinner,33.9,28.3,17.6,7.9,22.1,124,166,220,4.38
Dairy,Lunch,32.9,22.1,33.6,9.2,18.4,641,929,489,8.72
Dairy,Dinner,14.0,14.9,14.5,7.3,47.7,583,230,316,3.33
Grains,Breakfast,48.8,74.2,24.0,8.8,9.9,289,754,367,5.82
Snacks,Snack,19.3,79.7,29.3,2.0,49.3,667,788,317,5.51
Fruits,Snack,13.2,75.7,41.0,8.3,4.7,389,556,281,9.17
Vegetables,Lunch,20.1,12.4,15.4,7.0,7.0,337,813,289,4.34
Dairy,Dinner,2.6,42.5,9.3,9.6,26.5,866,581,232,1.62
Dairy,Snack,46.9,6.7,5.6,4.3,38.8,153,141,101,1.63
Fruits,Dinner,24.3,94.1,7.0,0.7,48.0,263,289,430,1.33
Snacks,Breakfast,42.6,13.8,24.5,7.6,45.6,122,298,367,6.64
Fruits,Breakfast,46.4,28.9,41.8,5.5,18.0,345,478,331,10.99
Meat,Breakfast,6.3,77.0,17.4,5.8,36.8,86,456,103,3.01
Beverages,Breakfast,17.1,31.9,41.2,9.8,14.6,462,653,535,9.34
Fruits,Lunch,15.0,24.0,14.6,5.0,25.5,652,220,308,3.25
Vegetables,Lunch,41.2,33.5,29.0,5.8,35.8,293,747,483,7.07
Snacks,Lunch,43.8,48.0,13.7,7.3,45.7,10,753,354,3.16
Vegetables,Breakfast,20.9,77.0,47.4,0.2,15.6,945,416,311,9.76
Fruits,Snack,22.7,5.7,2.5,8.9,10.2,718,460,425,0.75
Snacks,Lunch,2.7,78.3,12.2,7.7,15.8,892,277,52,2.18
Beverages,Lunch,26.0,17.8,17.1,2.2,39.0,616,151,171,4.25
Fruits,Dinner,21.0,47.2,35.1,9.8,29.9,460,763,332,7.37
Grains,Lunch,2.6,88.5,4.9,8.4,9.3,425,836,232,0.93
Grains,Snack,30.9,13.5,29.9,3.2,6.0,75,570,251,8.9
Vegetables,Lunch,15.2,58.8,21.4,2.1,36.2,23,865,325,4.12
Dairy,Lunch,29.2,32.6,14.7,5.4,36.4,679,198,465,3.41
Snacks,Snack,20.6,35.9,34.1,9.6,50.0,634,999,159,7.26
Fruits,Dinner,14.0,68.0,25.0,1.3,10.1,439,195,364,5.21
Vegetables,Snack,46.4,17.9,24.1,1.9,22.9,263,997,270,6.62
Vegetables,Breakfast,17.0,65.1,22.4,4.2,14.8,184,369,395,4.61
Grains,Dinner,2.3,5.8,4.0,6.2,28.2,339,877,542,0.81
Vegetables,Dinner,48.0,68.7,11.2,9.2,44.0,278,108,266,2.48
Grains,Breakfast,45.4,64.7,47.9,2.9,14.7,963,373,174,11.34
Grains,Snack,40.0,52.2,43.3,0.7,9.4,848,727,373,10.79
Fruits,Breakfast,11.5,21.0,4.9,5.2,28.2,869,974,149,1.06
Vegetables,Lunch,16.5,74.1,14.6,3.0,18.1,181,237,343,2.9
Meat,Dinner,45.2,15.4,18.2,3.5,21.4,536,514,539,5.08
Snacks,Dinner,41.3,33.2,23.1,7.1,20.9,643,293,179,5.81
Meat,Dinner,40.3,94.3,29.4,3.0,44.4,21,241,315,6.02
Grains,Dinner,19.5,97.2,12.7,2.8,38.5,71,944,277,2.37
Vegetables,Snack,39.7,41.3,25.8,6.7,39.4,662,816,492,6.03
Grains,Snack,47.0,56.8,45.2,8.8,4.4,641,163,554,12.22
Dairy,Snack,3.5,45.9,8.1,4.6,29.1,125,948,160,1.42
Vegetables,Lunch,30.1,68.7,6.6,1.2,20.4,313,707,91,1.42
Fruits,Dinner,9.2,17.1,15.5,9.6,15.4,509,478,340,3.49
Meat,Dinner,7.0,99.8,47.2,3.2,48.9,947,577,174,7.98
Snacks,Lunch,36.4,86.5,15.4,9.6,1.6,114,395,554,4.16
Fruits,Snack,32.8,15.3,12.5,6.7,19.3,543,887,379,3.38
Fruits,Lunch,17.9,93.4,38.3,0.8,19.0,410,919,516,7.46
Meat,Lunch,1.8,94.2,5.3,3.9,46.1,185,595,532,0.86
Grains,Lunch,21.5,85.7,8.5,1.0,35.1,609,414,458,1.63
Vegetables,Dinner,28.6,65.3,16.1,1.8,20.5,849,926,418,3.46
Vegetables,Breakfast,15.6,14.8,14.4,8.6,28.4,68,412,73,3.45
Beverages,Dinner,40.4,54.2,1.9,9.1,15.7,35,170,382,0.45
Dairy,Lunch,49.6,5.7,16.9,6.8,30.7,903,525,272,5.01
Meat,Breakfast,35.6,25.8,39.8,8.6,0.7,85,248,549,12.87
Vegetables,Dinner,16.4,85.8,32.3,6.3,47.5,636,935,467,5.92
Vegetables,Breakfast,32.7,29.2,45.8,8.9,27.5,793,166,536,11.15
Fruits,Dinner,40.7,49.0,17.4,0.3,34.0,103,759,365,4.0
Dairy,Breakfast,18.9,59.3,28.4,5.6,3.9,473,941,145,6.87
Vegetables,Dinner,38.0,32.6,50.0,4.4,10.0,188,626,230,13.15
Fruits,Lunch,46.9,18.3,10.6,5.3,10.5,220,474,569,3.06
Vegetables,Snack,40.7,50.9,48.4,4.3,15.7,238,586,499,11.62
Vegetables,Breakfast,47.5,67.4,44.5,4.3,15.4,252,248,130,10.5
Grains,Breakfast,20.9,21.7,8.0,2.2,48.8,802,648,552,1.85
Beverages,Breakfast,22.3,46.9,49.0,6.1,12.5,950,294,71,11.08
Meat,Breakfast,42.7,14.6,24.9,6.0,14.5,144,391,470,7.11
Snacks,Snack,49.8,50.2,33.4,5.2,11.8,484,469,443,8.47
Snacks,Snack,14.3,91.8,22.2,6.3,29.5,787,555,477,4.1
Grains,Snack,48.8,17.2,17.9,0.6,20.1,941,597,292,5.0
Fruits,Dinner,45.2,90.9,33.3,5.4,11.5,972,328,85,7.65
Beverages,Snack,41.7,33.0,45.1,7.9,26.8,278,223,487,11.2
