Food Category,Meal Type,Calories,Protein,Carbs,Fat,Saturated Fat,Fiber,Sugar,Sodium,Water
Fried cauliflower,Lunch,216.98,3.9,21.68,12.74,1.851,1.6,1.09,327.0,60.33
Chiles rellenos,Snack,220.66000000000005,10.88,6.35,16.86,6.909,1.1,1.99,302.0,64.05
Chiles rellenos,Meal,206.3,11.04,7.19,14.82,5.062,1.2,2.22,360.0,65.1
Stuffed jalapeno pepper,Meal,242.17,8.98,16.35,15.65,6.312,2.5,3.78,443.0,56.88
Corn,Meal,123.17,4.57,14.95,5.01,1.358,1.5,4.66,312.0,74.1
Corn fritter,Breakfast,398.67,8.25,40.77,22.51,5.775,2.2,3.57,502.0,26.02
Fried eggplant,Lunch,216.9,3.54,22.11,12.7,1.814,2.0,1.77,316.0,60.32
Eggplant dip,Breakfast,174.77,4.25,9.63,13.25,1.86,4.0,2.81,219.0,70.84
Eggplant parmesan casserole,Meal,157.96,6.99,8.92,10.48,3.557,1.9,3.01,351.0,71.65
Eggplant with cheese and tomato sauce,Lunch,93.56,6.16,6.34,4.84,2.667,2.2,3.39,325.0,80.79
Mushrooms,Meal,286.27,10.87,26.97,14.99,4.084,2.3,4.0,638.0,44.17
Fried mushrooms,Breakfast,218.55,4.6,21.26,12.79,1.824,1.3,1.27,317.0,59.88
Fried okra,Meal,218.08,3.76,22.14,12.72,1.824,1.6,1.42,316.0,60.09
Fried onion rings,Breakfast,354.9,4.19,39.94,19.82,3.172,2.6,4.96,575.0,33.96
Pea salad,Breakfast,180.55,3.01,10.56,14.03,2.201,2.7,4.9,251.0,71.23
Pea salad with cheese,Lunch,203.3,5.03,9.75,16.02,3.895,2.5,4.44,291.0,67.78
Fried summer squash,Lunch,214.52,3.64,21.28,12.76,1.84,1.2,1.53,317.0,61.02
Squash,Breakfast,87.19,3.46,8.91,4.19,2.254,1.4,3.35,226.0,82.05
Squash,Meal,83.72999999999999,2.32,14.9,1.65,0.826,1.1,2.39,122.0,80.22
Squash,Snack,94.09,3.69,9.28,4.69,2.489,1.2,2.83,174.0,81.15
Squash,Snack,124.14,4.66,6.8,8.7,4.832,0.7,3.16,244.0,78.53
Creamed christophine,Lunch,146.0,2.24,24.99,4.12,1.201,1.5,17.45,279.0,67.46
Vegetable stew without meat,Breakfast,58.02,2.68,9.62,0.98,0.445,1.8,1.96,252.0,85.58
Chow mein or chop suey,Snack,43.44,1.34,5.74,1.68,0.293,1.2,2.63,344.0,90.08
Vegetable tempura,Snack,236.51,3.7,20.26,15.63,2.367,1.6,1.57,13.0,59.84
Pakora,Meal,127.56999999999998,4.92,16.24,4.77,0.609,3.2,2.97,380.0,72.28
Vegetable curry,Lunch,88.31,1.59,8.72,5.23,1.263,1.8,3.23,387.0,82.77
Vegetable curry with rice,Lunch,103.05,2.02,16.43,3.25,0.789,1.3,1.96,330.0,76.87
Chow mein or chop suey,Snack,120.25,2.98,15.72,5.05,1.404,2.1,2.18,434.0,74.82
Green beans,Meal,50.44,1.52,10.64,0.2,0.041,2.2,7.57,949.0,84.41
Beets,Breakfast,69.04,0.8,16.28,0.08,0.013,0.8,11.05,149.0,81.88
Celery,Snack,33.0,0.57,7.32,0.16,0.035,1.3,5.98,1011.0,88.64
Relish,Breakfast,117.72,1.7,25.66,0.92,0.176,1.6,18.43,336.0,70.4
Cauliflower,Breakfast,44.53,1.59,8.98,0.25,0.108,1.7,6.45,969.0,85.86
Cabbage,Meal,43.82,1.06,9.67,0.1,0.028,2.1,7.52,959.0,85.95
Cabbage,Snack,49.99,1.19,10.97,0.15,0.017,1.7,8.05,967.0,84.46
Kimchi,Breakfast,18.5,1.1,2.4,0.5,0.067,1.6,1.06,498.0,94.3
Pickles,Snack,13.75,0.48,1.99,0.43,0.079,1.0,1.28,808.0,94.7
Relish,Meal,145.95,0.37,35.06,0.47,0.054,1.1,29.13,811.0,62.07
Pickles,Lunch,90.61,0.58,21.15,0.41,0.067,1.0,18.27,457.0,76.2
Eggplant,Meal,43.64,0.81,9.74,0.16,0.028,2.5,7.8,946.0,86.05
ginger root,Snack,21.54,0.33,4.83,0.1,0.037,2.6,0.0,906.0,92.3
horseradish,Breakfast,56.09,1.18,11.29,0.69,0.09,3.3,7.99,420.0,85.08
Mushrooms,Lunch,43.18,2.56,7.56,0.3,0.041,0.8,6.51,948.0,86.17
mustard,Meal,68.62,4.25,5.3,3.38,0.252,4.3,1.42,1100.0,83.7
Honey mustard dip,Snack,269.26,1.76,25.28,17.9,2.669,1.0,24.1,509.0,51.88
okra,Breakfast,52.09,1.6,11.04,0.17,0.022,2.7,6.1,950.0,83.79
olives,Breakfast,125.62,0.84,6.04,10.9,2.279,1.6,0.0,735.0,79.99
olives,Meal,157.36,1.03,3.84,15.32,2.029,3.3,0.54,1556.0,75.28
olives,Lunch,125.62,0.84,6.04,10.9,2.279,1.6,0.0,735.0,79.99
olives,Breakfast,139.22,1.04,4.02,13.22,1.751,3.1,0.84,1340.0,77.78
Olive tapenade,Breakfast,290.05,0.73,4.17,30.05,4.51,1.8,0.16,835.0,62.58
Hot pepper sauce,Lunch,15.2,1.29,0.8,0.76,0.106,0.6,0.13,633.0,95.17
Pepper,Meal,41.15,0.75,9.11,0.19,0.048,1.5,7.38,947.0,86.88
Pepper,Snack,25.04,0.8,4.56,0.4,0.061,2.6,1.6,1430.0,90.2
Pickles,Breakfast,210.27,3.32,20.47,12.79,2.066,1.2,0.82,620.0,61.44
Radishes,Meal,33.86,0.56,7.68,0.1,0.027,1.3,6.41,977.0,88.51
Seaweed,Lunch,61.18,2.91,11.44,0.42,0.121,0.6,5.35,1263.0,77.67
Vegetables,Snack,45.43,0.99,9.85,0.23,0.058,1.8,7.48,978.0,85.65
Turnip,Snack,44.66,0.75,10.19,0.1,0.009,1.5,8.02,1000.0,85.69
Wasabi paste,Lunch,291.54,2.23,46.13,10.9,2.031,6.1,13.2,3390.0,31.7
Zucchini,Breakfast,36.28000000000001,1.0,7.44,0.28,0.07,0.8,6.94,951.0,88.11
Soup,Lunch,60.78,2.4,10.05,1.22,0.64,0.6,6.56,208.0,84.91
Asparagus soup,Meal,60.790000000000006,2.58,6.7,2.63,0.991,0.2,2.8,355.0,86.54
Asparagus soup,Meal,36.02,0.93,4.34,1.66,0.417,0.2,0.37,342.0,91.83
Borscht,Meal,39.73,1.19,4.67,1.81,0.924,1.0,2.88,142.0,91.47
Cabbage soup,Meal,39.57,1.78,6.2,0.85,0.171,1.3,1.54,234.0,90.13
Cabbage with meat soup,Meal,46.760000000000005,4.79,3.93,1.32,0.331,0.8,1.09,261.0,88.87
Celery soup,Snack,62.190000000000005,2.33,5.95,3.23,1.142,0.3,3.12,277.0,87.0
Celery soup,Snack,37.3,0.67,3.57,2.26,0.568,0.3,0.68,264.0,92.32
Corn soup,Lunch,44.9,2.08,6.67,1.1,0.425,0.7,3.16,257.0,89.24
Corn soup,Meal,72.24,1.28,12.82,1.76,0.978,0.8,2.15,186.0,83.43
Gazpacho,Meal,41.26,0.83,4.13,2.38,0.332,1.1,2.49,256.0,91.33
Leek soup,Meal,69.54,2.77,7.64,3.1,1.167,0.2,4.27,338.0,85.02
Mushroom soup,Meal,39.27,0.66,3.33,2.59,0.472,0.3,0.2,340.0,92.46
Mushroom soup,Lunch,65.47999999999999,2.35,5.83,3.64,1.064,0.3,2.65,364.0,86.88
Mushroom soup,Snack,40.6,0.68,3.44,2.68,0.487,0.4,0.2,351.0,92.21
Mushroom soup,Snack,34.78999999999999,1.27,3.76,1.63,0.629,0.1,1.16,394.0,92.14
Mushroom soup,Lunch,55.42,1.0,4.53,3.7,1.005,0.2,1.72,20.0,90.3
Mushroom soup,Snack,65.47999999999999,2.35,5.83,3.64,1.064,0.3,2.65,364.0,86.88
Mushroom with chicken soup,Snack,74.30000000000001,2.47,8.41,3.42,1.205,1.6,2.84,354.0,84.72
Mushroom soup,Snack,26.620000000000005,0.61,4.11,0.86,0.269,0.3,1.08,196.0,93.48
Mushroom soup,Breakfast,51.6,2.27,6.49,1.84,0.847,0.3,3.51,211.0,88.15
Mushroom soup,Snack,26.620000000000005,0.61,4.11,0.86,0.269,0.3,1.08,196.0,93.49
onion soup,Lunch,69.54,2.77,7.64,3.1,1.167,0.2,4.27,338.0,85.02
onion soup,Lunch,154.44,7.16,16.24,6.76,3.148,1.0,2.58,428.0,68.1
onion soup,Meal,12.45,0.32,2.77,0.01,0.004,0.3,0.2,346.0,95.8
pea soup,Snack,89.66999999999999,4.97,12.7,2.11,1.116,2.0,5.72,367.0,78.56
vegetable soup,Lunch,86.62,3.75,9.04,3.94,1.593,0.3,6.0,376.0,81.44
Zucchini soup,Snack,24.74,1.7,2.73,0.78,0.368,0.4,2.48,188.0,93.94
Shav soup,Snack,52.55,3.37,4.03,2.55,0.822,0.4,1.76,317.0,88.86
Seaweed soup,Meal,36.77,3.71,2.4,1.37,0.324,0.2,0.26,527.0,89.97
vegetable soup,Lunch,39.400000000000006,1.14,7.9,0.36,0.045,1.1,1.56,267.0,89.53
vegetable soup,Meal,50.35,1.16,10.28,0.51,0.217,1.1,2.78,138.0,86.91
vegetable soup,Snack,41.38,0.72,4.72,2.18,0.546,0.3,1.59,353.0,91.11
vegetable soup,Snack,39.67,1.78,6.18,0.87,0.174,1.2,1.49,239.0,90.12
Vegetable noodle soup,Meal,48.24,2.17,7.28,1.16,0.248,1.0,1.18,283.0,88.29
minestrone soup,Snack,51.2,2.0,9.0,0.8,0.14,2.4,2.13,215.0,87.3
minestrone soup,Meal,62.64,3.48,9.66,1.12,0.241,1.8,1.08,260.0,84.52
minestrone soup,Breakfast,34.629999999999995,1.74,4.6,1.03,0.221,0.4,0.75,261.0,91.4
vegetable beef soup,Breakfast,32.41,2.26,4.11,0.77,0.345,0.8,0.45,360.0,91.68
Vegetable beef noodle soup,Snack,32.45,2.26,4.12,0.77,0.345,0.8,0.45,360.0,91.67
Vegetable noodle soup,Lunch,30.15,0.86,4.9,0.79,0.12,0.3,1.57,261.0,92.38
Vegetable rice soup,Snack,53.61,2.13,8.64,1.17,0.62,2.4,2.17,288.0,86.72
Vegetable beef soup with rice,Meal,32.45,2.26,4.12,0.77,0.345,0.8,0.45,360.0,91.67
vegetable chicken soup,Meal,54.05,5.11,5.41,1.33,0.4,0.4,0.6,370.0,86.78
Vegetable soup with chicken broth,Breakfast,63.18,2.45,6.55,3.02,0.543,0.7,2.46,212.0,87.03
Vegetable noodle soup,Lunch,51.2,2.0,9.0,0.8,0.14,2.4,2.13,215.0,87.3
vegetable beef soup,Snack,55.31,5.84,3.87,1.83,0.536,0.8,1.02,269.0,87.46
vegetable beef soup,Meal,57.27,3.89,6.49,1.75,0.922,0.8,2.89,372.0,86.36
Vegetable beef soup with noodles or pasta,Snack,66.86,6.43,5.65,2.06,0.597,0.8,1.06,276.0,84.88
Vegetable beef soup with rice,Breakfast,66.74,6.15,6.26,1.9,0.555,0.7,0.99,275.0,84.73
Vegetarian vegetable soup,Meal,30.15,0.86,4.9,0.79,0.12,0.3,1.57,261.0,92.38
vegetable soup,Snack,82.91999999999999,6.48,8.04,2.76,0.907,1.6,1.74,355.0,80.79
vegetable soup,Snack,39.400000000000006,1.14,7.9,0.36,0.045,1.1,1.56,267.0,89.53
vegetable soup,Snack,53.61,2.13,8.64,1.17,0.62,2.4,2.17,288.0,86.72
vegetable beef soup,Meal,66.19,3.97,10.08,1.11,0.554,0.6,0.67,338.0,83.34
Vegetable broth,Breakfast,5.31,0.24,0.93,0.07,0.028,0.0,0.55,296.0,98.05
Spinach,Breakfast,44.5,2.5,5.7,1.3,0.702,1.8,2.33,49.0,89.6
Broccoli,Meal,66.06,2.77,8.84,2.18,1.185,1.8,1.57,110.0,85.32
Carrots,Lunch,30.95,0.8,6.6,0.15,0.027,1.7,3.4,59.0,91.65
Carrots,Breakfast,28.1,0.8,6.0,0.1,0.018,1.7,3.64,69.0,92.3
Carrots,Lunch,33.8,0.8,7.2,0.2,0.036,1.7,3.16,49.0,91.0
Carrots,Meal,26.02,0.6,5.23,0.3,0.052,2.3,2.5,48.0,93.5
Carrots and peas,Breakfast,39.22,2.04,7.18,0.26,0.044,1.8,2.82,37.0,89.91
Squash,Breakfast,27.960000000000004,0.81,5.73,0.2,0.02,0.9,3.3,5.0,92.66
Squash,Breakfast,27.960000000000004,0.81,5.73,0.2,0.02,0.9,3.37,5.0,92.66
Squash,Breakfast,27.960000000000004,0.81,5.73,0.2,0.02,0.9,3.24,5.0,92.66
Squash and corn,Meal,50.44,2.0,9.26,0.6,0.095,2.0,2.93,5.0,87.3
Corn and sweet potatoes,Lunch,68.48,1.26,15.23,0.28,0.053,1.8,4.0,14.0,82.62
Sweet potato,Breakfast,59.7,1.1,13.6,0.1,0.021,1.5,4.14,20.0,84.45
Sweet potato,Snack,58.1,1.1,13.2,0.1,0.021,1.5,4.05,22.0,84.8
Sweet potato,Lunch,61.3,1.1,14.0,0.1,0.021,1.5,4.24,18.0,84.1
Beans,Snack,30.22,1.2,6.04,0.14,0.031,2.0,1.48,6.0,92.18
Beans,Meal,31.49,1.2,6.29,0.17,0.039,2.2,1.88,7.0,91.85
Beans,Breakfast,28.9,1.2,5.8,0.1,0.023,1.9,1.08,5.0,92.5
Beans,Meal,29.4,1.2,5.7,0.2,0.044,1.3,1.06,37.0,92.6
Green beans and potatoes,Meal,61.89999999999999,2.2,9.0,1.9,1.117,1.4,2.35,18.0,86.2
Beets,Lunch,36.9,1.3,7.7,0.1,0.016,1.9,6.09,83.0,90.1
Corn,Lunch,69.91999999999999,1.4,15.18,0.4,0.075,2.1,1.36,48.0,82.5
Corn,Snack,65.6,1.4,14.1,0.4,0.076,2.1,1.23,43.0,83.6
Corn,Lunch,74.19999999999999,1.4,16.25,0.4,0.074,2.1,1.48,52.0,81.4
Mixed vegetables,Lunch,40.1,1.85,7.5,0.3,0.057,1.5,2.17,34.0,89.7
Mixed vegetables,Snack,36.55,1.01,7.88,0.11,0.0,1.0,3.08,40.0,90.6
Mixed vegetables,Lunch,42.0,1.4,8.2,0.4,0.079,1.5,1.78,36.0,89.4
Peas,Snack,50.38999999999999,3.27,8.36,0.43,0.07,2.0,2.01,5.0,87.52
Peas,Meal,50.38999999999999,3.27,8.36,0.43,0.07,2.0,2.01,5.0,87.52
Peas,Breakfast,50.38999999999999,3.27,8.36,0.43,0.07,2.0,2.01,5.0,87.52
Peas,Snack,64.0,3.9,10.3,0.8,0.14,3.9,4.13,48.0,84.6
Potatoes,Meal,51.82,1.0,11.73,0.1,0.015,0.9,0.91,57.0,86.8
Vegetables and rice,Snack,69.5,1.9,12.1,1.5,0.14,1.1,2.39,14.0,84.1
Beans and brown rice,Breakfast,64.06,3.4,11.49,0.5,0.1,2.5,2.89,6.0,84.1
Carrots and beef,Snack,58.9,3.4,5.7,2.5,0.96,2.6,2.04,69.0,87.3
Vegetable and beef,Snack,76.6,2.21,8.84,3.6,1.118,1.3,2.34,31.0,84.94
Vegetable and beef,Meal,76.6,2.21,8.84,3.6,0.87,1.3,2.34,31.0,84.94
Vegetable and beef,Lunch,76.6,2.21,8.84,3.6,1.367,1.3,2.34,31.0,84.94
Broccoli and chicken,Breakfast,62.04,3.59,6.34,2.48,0.51,1.4,1.43,17.0,86.92
Sweet potatoes and chicken,Snack,73.72999999999999,2.51,11.04,2.17,0.572,1.3,2.65,22.0,83.7
Vegetable and chicken,Snack,55.98,2.26,8.54,1.42,0.399,1.6,1.52,29.0,87.33
Vegetable and chicken,Snack,59.13,2.47,8.42,1.73,0.496,2.1,1.58,24.0,86.9
Vegetable and chicken,Meal,52.88,2.04,8.66,1.12,0.302,1.1,1.46,34.0,87.76
Potatoes with cheese and broccoli,Snack,47.55,1.11,7.47,1.47,0.875,1.2,1.17,176.0,88.97
Vegetable and turkey,Breakfast,50.28,2.02,7.58,1.32,0.36,1.2,1.45,32.0,88.66
Vegetable and turkey,Snack,47.86,2.32,7.62,0.9,0.236,1.5,1.54,20.0,88.82
Vegetable and turkey,Breakfast,52.74,1.72,7.55,1.74,0.485,0.9,1.36,45.0,88.5
Fried stuffed potatoes,Meal,189.82,4.79,16.16,11.78,2.375,1.9,0.91,110.0,65.95
Potato and ham fritters,Breakfast,199.48,5.93,12.44,14.0,2.366,1.5,0.62,485.0,65.5
Potato chicken pie,Breakfast,358.75,15.01,23.67,22.67,3.431,1.5,0.88,731.0,36.02
Green plantain with cracklings,Lunch,339.79999999999995,10.19,27.42,21.04,4.756,1.4,14.81,455.0,38.78
Ripe plantain fritters,Meal,427.66,11.95,29.4,29.14,6.067,1.9,16.04,364.0,27.03
Ripe plantain meat pie,Snack,331.61999999999995,12.45,21.9,21.58,5.481,2.0,11.68,480.0,41.39
Cassava Pasteles,Meal,257.14,6.67,18.96,17.18,3.829,1.3,1.8,981.0,54.09
Cassava fritter stuffed with crab meat,Lunch,269.12,8.99,30.21,12.48,3.091,1.7,5.29,578.0,45.67
Stuffed tannier fritters,Lunch,387.69000000000005,11.62,19.67,29.17,6.221,2.4,5.46,1241.0,35.18
Puerto Rican pasteles,Snack,216.92,7.09,17.44,13.2,2.59,2.3,5.6,479.0,60.15
Stuffed cabbage,Snack,213.58,9.51,8.2,15.86,3.957,2.4,4.58,667.0,63.8
Stuffed cabbage,Snack,85.77000000000001,3.23,10.81,3.29,0.939,1.8,2.31,117.0,81.77
Eggplant and meat casserole,Breakfast,96.57,7.13,4.66,5.49,1.911,1.5,2.9,180.0,81.64
Spanish stew,Lunch,82.91999999999999,6.48,8.04,2.76,0.907,1.6,1.74,355.0,80.79
Puerto Rican stew,Lunch,147.09,7.75,14.15,6.61,1.949,1.7,3.57,117.0,69.69
vegetable fruit juice,Meal,45.89000000000001,0.3,11.15,0.01,0.0,0.0,10.37,29.0,88.4
Fruit and vegetable smoothie,Meal,65.17,1.7,13.22,0.61,0.284,1.4,7.86,21.0,83.59
Fruit and vegetable smoothie,Meal,87.2,7.59,12.68,0.68,0.322,1.5,7.25,32.0,77.42
Fruit and vegetable smoothie,Meal,61.09,1.26,13.0,0.45,0.103,1.5,7.5,25.0,84.43
Fruit and vegetable smoothie,Breakfast,83.41,7.18,12.48,0.53,0.155,1.6,6.92,35.0,78.19
Fruit and vegetable smoothie,Meal,54.86,0.6,12.53,0.26,0.053,0.7,11.15,6.0,86.25
Fruit and vegetable smoothie,Snack,64.88,1.18,14.5,0.24,0.059,1.5,8.53,14.0,83.23
Vegetable smoothie,Snack,94.05,2.76,6.06,6.53,1.351,2.9,2.58,33.0,83.44
Table fat,Lunch,675.8800000000001,0.58,0.36,74.68,35.966,0.0,0.04,663.0,22.63
Butter,Lunch,733.63,0.85,0.06,81.11,51.368,0.0,0.06,643.0,16.17
Butter,Breakfast,733.63,0.85,0.06,81.11,51.368,0.0,0.06,643.0,16.17
Butter,Snack,706.66,0.49,0.0,78.3,45.39,0.0,0.06,583.0,16.72
Butter,Meal,509.1,3.3,0.0,55.1,34.321,0.0,0.0,450.0,42.1
margarine,Snack,589.32,0.17,0.82,65.04,12.862,0.0,0.0,694.0,32.32
margarine,Lunch,729.83,0.16,0.7,80.71,15.189,0.0,0.0,751.0,16.52
margarine,Breakfast,542.41,0.17,0.86,59.81,12.086,0.0,0.0,674.0,37.58
Margarine-oil blend,Meal,542.41,0.17,0.86,59.81,12.086,0.0,0.0,674.0,37.58
Margarine-oil blend,Meal,729.83,0.16,0.7,80.71,15.189,0.0,0.0,751.0,16.52
Margarine-oil blend,Breakfast,542.41,0.17,0.86,59.81,12.086,0.0,0.0,674.0,37.58
Butter replacement,Snack,542.41,0.17,0.86,59.81,12.086,0.0,0.0,615.0,37.58
Margarine-oil blend,Snack,347.39,0.33,1.22,37.91,8.649,0.0,0.0,586.0,58.98
Butter-oil blend,Meal,706.66,0.49,0.0,78.3,45.39,0.0,0.06,583.0,16.72
Butter-oil blend,Snack,733.63,0.85,0.06,81.11,51.368,0.0,0.06,643.0,16.17
Butter-oil blend,Lunch,706.66,0.49,0.0,78.3,45.39,0.0,0.06,583.0,16.72
Butter-oil blend,Meal,509.1,3.3,0.0,55.1,34.321,0.0,0.0,450.0,42.1
Butter replacement,Breakfast,373.0,2.0,89.0,1.0,0.589,0.0,5.3,1200.0,5.0
Oil or table fat,Meal,787.94,0.29,0.18,87.34,24.822,0.0,0.02,332.0,11.31
Animal fat or drippings,Snack,838.5400000000001,2.23,0.0,92.18,35.58,0.0,0.0,604.0,3.91
lard,Meal,900.0,0.0,0.0,100.0,39.2,0.0,0.0,0.0,0.0
shortening,Snack,899.73,0.0,0.0,99.97,24.98,0.0,0.0,4.0,0.0
Ghee,Lunch,896.44,0.28,0.0,99.48,61.924,0.0,0.0,2.0,0.24
Garlic sauce,Breakfast,676.4899999999999,1.4,3.36,73.05,46.24,0.2,0.15,580.0,20.41
Lemon-butter sauce,Snack,663.3399999999999,0.8,0.74,73.02,46.235,0.0,0.31,579.0,23.78
Hollandaise sauce,Breakfast,538.25,5.3,1.8,56.65,33.69,0.0,0.46,400.0,34.63
Sandwich spread,Lunch,399.2,0.9,22.4,34.0,5.1,0.4,15.18,1000.0,40.8
tartar sauce,Lunch,207.5,1.0,13.3,16.7,3.333,0.5,4.25,667.0,67.0
Horseradish sauce,Lunch,502.57,1.09,10.05,50.89,8.233,1.0,8.98,730.0,35.83
Pesto sauce,Lunch,590.0899999999999,8.61,5.78,59.17,9.584,1.0,0.7,988.0,22.66
Fry sauce,Breakfast,538.4799999999999,0.98,7.28,56.16,8.781,0.1,5.74,481.0,33.36
Curry sauce,Snack,98.54,1.36,4.96,8.14,2.48,1.4,3.41,384.0,83.91
Honey butter,Lunch,496.72,0.53,48.5,33.4,21.152,0.1,48.33,267.0,16.72
vegetable oil,Snack,900.0,0.0,0.0,100.0,13.677,0.0,0.0,0.0,0.0
almond oil,Snack,900.0,0.0,0.0,100.0,8.2,0.0,0.0,0.0,0.0
coconut oil,Snack,895.26,0.0,0.84,99.1,82.5,0.0,0.0,0.0,0.03
Corn oil,Meal,900.0,0.0,0.0,100.0,12.948,0.0,0.0,0.0,0.0
cottonseed oil,Snack,900.0,0.0,0.0,100.0,25.9,0.0,0.0,0.0,0.0
flaxseed oil,Lunch,900.2600000000001,0.11,0.0,99.98,8.976,0.0,0.0,0.0,0.12
olive oil,Lunch,900.0,0.0,0.0,100.0,13.808,0.0,0.0,2.0,0.0
peanut oil,Meal,900.0,0.0,0.0,100.0,16.9,0.0,0.0,0.0,0.0
canola oil,Snack,900.0,0.0,0.0,100.0,7.365,0.0,0.0,0.0,0.0
safflower oil,Breakfast,900.0,0.0,0.0,100.0,7.541,0.0,0.0,0.0,0.0
sesame oil,Meal,900.0,0.0,0.0,100.0,14.2,0.0,0.0,0.0,0.0
soybean oil,Snack,900.0,0.0,0.0,100.0,15.65,0.0,0.0,0.0,0.0
sunflower oil,Meal,900.0,0.0,0.0,100.0,10.3,0.0,0.0,0.0,0.0
Walnut oil,Lunch,900.0,0.0,0.0,100.0,9.1,0.0,0.0,0.0,0.0
wheat germ oil,Snack,900.0,0.0,0.0,100.0,18.8,0.0,0.0,0.0,0.0
Salad dressing,Snack,429.74,1.32,5.9,44.54,6.964,0.0,4.69,901.0,45.68
Salad dressing,Meal,595.0400000000001,0.9,3.41,64.2,10.042,0.0,2.46,639.0,29.56
Blue or roquefort cheese dressing,Breakfast,484.46,1.37,4.77,51.1,8.275,0.4,3.48,642.0,39.71
bacon tomato dressing,Snack,330.2,1.8,2.0,35.0,5.435,0.2,2.0,905.0,58.7
caesar dressing,Meal,542.53,2.17,3.3,57.85,8.789,0.5,2.81,1209.0,34.3
coleslaw dressing,Lunch,403.77,0.85,22.4,34.53,5.343,0.0,21.23,850.0,39.85
French or Catalina dressing,Meal,430.27,0.87,18.79,39.07,6.093,2.4,17.43,661.0,39.34
honey mustard dressing,Lunch,464.27,0.87,23.33,40.83,5.0,0.4,15.84,512.0,32.64
italian dressing,Lunch,240.2,0.41,12.12,21.12,2.948,0.0,10.77,993.0,63.4
Mayonnaise,Lunch,679.77,0.96,0.57,74.85,11.703,0.0,0.57,635.0,21.65
Vegan mayonnaise,Meal,238.0,0.3,16.0,19.2,3.3,0.0,6.0,497.0,62.7
Russian dressing,Meal,365.98,0.69,31.9,26.18,2.39,0.7,17.68,1133.0,38.53
Mayonnaise-type salad dressing,Lunch,256.12,0.65,14.78,21.6,3.396,0.0,10.02,653.0,61.22
Avocado dressing,Snack,427.01,1.9,7.36,43.33,5.978,0.1,6.67,867.0,45.03
Creamy dressing,Lunch,429.74,1.32,5.9,44.54,6.964,0.0,4.69,901.0,45.68
poppyseed dressing,Lunch,398.57,0.92,23.73,33.33,6.061,0.3,23.39,933.0,38.85
Sesame dressing,Lunch,453.6,3.1,8.6,45.2,6.2,1.0,8.32,1000.0,39.2
Thousand Island dressing,Lunch,378.46,1.09,14.64,35.06,5.092,0.8,15.18,962.0,46.51
Yogurt dressing,Breakfast,225.43,3.45,11.8,18.27,11.656,0.1,9.67,43.0,65.79
Salad dressing,Breakfast,160.0,1.5,7.0,14.0,2.115,0.0,5.65,833.0,74.0
Blue or roquefort cheese dressing,Breakfast,96.8,5.1,2.9,7.2,2.575,0.0,2.82,939.0,79.5
coleslaw dressing,Meal,340.0,0.0,40.0,20.0,2.98,0.4,38.73,1600.0,37.0
French or Catalina dressing,Meal,230.88,0.58,31.22,11.52,0.842,1.5,16.86,838.0,54.28
caesar dressing,Snack,115.20000000000002,0.3,18.6,4.4,0.703,0.1,16.32,1148.0,73.2
Mayonnaise,Snack,238.38,0.37,9.23,22.22,3.446,0.0,3.56,827.0,66.13
Mayonnaise,Snack,361.48,0.37,0.0,40.0,5.37,0.0,0.0,800.0,57.58
Mayonnaise-type salad dressing,Breakfast,158.2,0.65,16.4,10.0,1.484,0.0,6.67,833.0,71.2
honey mustard dressing,Lunch,206.96,0.98,28.26,10.0,0.833,0.8,18.33,701.0,57.19
italian dressing,Lunch,101.64,0.39,9.99,6.68,0.833,0.0,9.16,891.0,80.11
Russian dressing,Lunch,148.4,0.5,27.6,4.0,0.6,0.3,21.87,868.0,65.0
Sesame dressing,Snack,101.64,0.39,9.99,6.68,0.833,0.0,9.16,891.0,80.11
Thousand Island dressing,Snack,201.44,0.83,24.06,11.32,0.746,1.2,17.31,955.0,60.73
Korean dressing or marinade,Meal,345.98,3.18,12.8,31.34,4.26,0.5,10.18,1845.0,46.23
Creamy dressing,Lunch,160.0,1.5,7.0,14.0,2.115,0.0,5.65,833.0,74.0
Blue or roquefort cheese dressing,Breakfast,117.57,1.52,25.6,1.01,0.45,1.8,7.44,814.0,68.0
caesar dressing,Breakfast,130.87,1.47,30.73,0.23,0.096,0.2,8.82,1265.0,64.1
Creamy dressing,Meal,109.9,1.4,20.0,2.7,0.494,0.0,5.35,897.0,74.7
French or Catalina dressing,Meal,131.79000000000002,0.2,32.14,0.27,0.037,2.2,16.45,853.0,65.04
honey mustard dressing,Breakfast,171.23,1.07,38.43,1.47,0.349,1.2,17.75,1004.0,56.17
italian dressing,Snack,46.71,0.97,8.75,0.87,0.295,0.6,8.85,1129.0,85.95
Mayonnaise,Lunch,64.0,0.2,15.8,0.0,0.0,2.0,6.8,750.0,81.8
Russian dressing,Lunch,132.33,0.55,29.27,1.45,0.198,3.3,16.83,788.0,66.14
Salad dressing,Lunch,109.9,1.4,20.0,2.7,0.494,0.0,5.35,897.0,74.7
Thousand Island dressing,Breakfast,132.33,0.55,29.27,1.45,0.198,3.3,16.83,788.0,66.14
ham,Breakfast,117.75,17.99,1.57,4.39,1.424,0.0,1.57,1193.0,72.58
Beef,Lunch,191.02,32.41,0.0,6.82,2.8,0.0,0.0,67.0,60.08
Cream sauce,Breakfast,174.94000000000003,1.16,10.22,14.38,9.177,0.1,1.16,938.0,71.59
